KGCode,Katastralgemeinde,EZ,PLZ,Straße,ON,Gst,GstFl,ErwArt,Widmung,Bauklasse,Gebäudehöhe,Bauweise,Zusatz,Schutzzone,Wohnzone,öZ,Bausperre,seitbis,zuordnung,Geschoße,parz,Erwerbsdatum,Anteile,Zähler,Nenner,BJ,TZ,Kaufpreis,mGfl,Baureifgest,percentWidmung,Baurecht,Bis,aufEZ,Stammeinlage,sonstwid,sonstwidprz,address,one_more_time,lon,lat,price_m2,price_log,train,cluster
01609,Jedlesee,576,1210,tomaschekstrasse,10,330/10,278,Kaufvertrag,W,I,6,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,19.05.2009,NA,1,1,NA,2767/2009,110000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"tomaschekstrasse, 10, vienna, austria",FALSE,16.3856997,48.2729678,395.68345323741005,8.628202925463238,1,5
01603,Donaufeld,441,1210,siegfriedgasse,53,1287,230,Kaufvertrag,GB,I,4.5,g,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",2,J,20.07.2009,NA,1,1,NA,3164/2009,110000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"siegfriedgasse, 53, vienna, austria",FALSE,16.4150517,48.25578780000001,478.2608695652174,8.901653947242371,0,NA
01216,Weidlingau,35,1140,hauptstrasse,142,44/1,868,Kaufvertrag,W,I,7.5,g,"BB,33%",FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,NA,23.12.2008,NA,1,1,NA,1749/2009,110000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hauptstrasse, 142, vienna, austria",FALSE,16.2085849,48.2077491,126.72811059907833,6.985592765742267,1,1
01301,Altmannsdorf,168,1120,breitenfurter strasse,34,197/14,633,Kaufvertrag,GB,I,7.5,g,Bausperre § 8 (1),FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",1,J,18.12.2009,NA,9,10,1950,2331/2010,110000,NA,FALSCH,100,FALSCH,NA,NA,FALSCH,BG,NA,"breitenfurter strasse, 34, vienna, austria",FALSE,16.3180293,48.1669117,156.39810426540285,7.289079215313356,1,3
01603,Donaufeld,1093,1210,kugelfanggasse,58,2038/1,808,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,24.09.1987,1/1,1,1,1930,5725/87,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kugelfanggasse, 58, vienna, austria",TRUE,16.4050542,48.2447037,134.9125,7.075880213765507,1,5
01606,Groß Jedlersdorf I,1270,1210,kravoglgasse,1,550/34,810,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,17.08.1987,1/1,1,1,0,5703/87,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"kravoglgasse, 1, vienna, austria",TRUE,16.415286300000002,48.28213909999999,134.5793827160494,7.072313598745315,1,5
01502,Grinzing,228,1190,himmelstrasse,21,216,1780,Kaufvertrag,WI/GBI,NA,NA,NA,NA,WAHR,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,24.09.1987,1/1,1,1,1850,6308/87,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"himmelstrasse, 21, vienna, austria",FALSE,16.3399858,48.2564866,61.2411797752809,5.9364301706635425,1,2
01805,Liesing,353,1230,ketzergasse,318,354/155,543,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,21.12.1987,1/1,1,1,0,357/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ketzergasse, 318, vienna, austria",FALSE,16.2729809,48.1337013,200.75377532228362,7.649283308712941,1,1
01206,Hütteldorf,2144,1140,venusweg,2,781/565,450,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,15.01.1988,1/1,1,1,0,4020/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"venusweg, 2, vienna, austria",FALSE,16.2519889,48.2081625,242.2428888888889,7.920310505300265,1,1
01103,Kaiserebersdorf,939,1110,simmeringer hauptstr,257,711/5,709,Kaufvertrag,BG/IG,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,12.10.1987,1/1,1,1,0,750/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"simmeringer hauptstr, 257, vienna, austria",FALSE,16.4294326,48.1619103,153.75077574047955,7.2644498792777865,1,3
01405,Ottakring,4546,1160,agricolagasse,22,3232/135,407,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,21.12.1987,1/1,1,1,0,749/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"agricolagasse, 22, vienna, austria",FALSE,16.3006291,48.2066842,267.83611793611794,8.065206712251054,1,2
01201,Auhof,2133,1130,anatourgasse,37,2282,480,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,06.10.1987,1/1,1,1,0,4383/87,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anatourgasse, 37, vienna, austria",FALSE,16.2708865,48.161943,227.10270833333334,7.827201100908784,1,1
01803,Inzersdorf,2418,1230,futterknechtgasse,23,515/27,678,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,09.06.1988,1/1,1,1,0,2283/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"futterknechtgasse, 23, vienna, austria",FALSE,16.3298666,48.14978809999999,160.7806784660767,7.328950233380958,1,3
01668,Süßenbrunn,277,1220,proepstlgasse,23,169/13,450,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,19.07.1988,1/1,1,1,0,5577/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"proepstlgasse, 23, vienna, austria",FALSE,16.4838972,48.2828624,242.2428888888889,7.920310505300265,1,4
01654,Eßling,3942,1220,podlahagasse,15,366/65,500,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,04.08.1988,1/1,1,1,0,5641/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"podlahagasse, 15, vienna, austria",FALSE,16.5326822,48.2128118,218.0186,7.768307411855215,1,4
01801,Atzgersdorf,1424,1230,rudolf-zeller-gasse,31,682/32,420,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,14.09.1988,1/1,1,1,0,2848/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"rudolf-zeller-gasse, 31, vienna, austria",FALSE,16.2840734,48.1486656,259.5459523809524,8.01984617885118,1,3
01802,Erlaa,39,1230,erlaaer strasse,39,34/1,1262,Kaufvertrag,BG/IG,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,30.07.1988,1/1,1,1,0,2932/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"erlaaer strasse, 39, vienna, austria",FALSE,16.3024894,48.14751829999999,86.37820919175911,6.432595501534753,1,1
01513,Untersievering,365,1190,sieveringer strasse,80,67,1626,Kaufvertrag,WI/GBI,NA,NA,NA,NA,WAHR,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,08.10.1987,1/1,1,1,1880,5116/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"sieveringer strasse, 80, vienna, austria",FALSE,16.3278393,48.2485732,67.04138991389914,6.066980154442274,1,2
01660,Kagran,754,1220,klenaugasse,4,856/70,290,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,05.12.1988,1/1,1,1,0,594/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"klenaugasse, 4, vienna, austria",FALSE,16.4382061,48.2499332,375.8941379310345,8.554182606502367,1,5
01807,Rodaun,603,1230,aumuehlstrasse,40,92/44,417,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,20.01.1989,1/1,1,1,0,535/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"aumuehlstrasse, 40, vienna, austria",FALSE,16.2674402,48.1376174,261.41318944844124,8.030188123072639,1,1
01617,Strebersdorf,86,1210,strebersdorfer str.,145,621/1,1279,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,21.09.1988,1/1,1,1,1931,6622/88,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"strebersdorfer str., 145, vienna, austria",FALSE,16.3923702,48.2940123,85.23010164190774,6.4132911476356655,1,5
01654,Eßling,1507,1220,bambergergasse,66,306/38,672,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,09.02.1989,1/1,1,1,0,2552/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"bambergergasse, 66, vienna, austria",FALSE,16.5156574,48.20876639999999,162.21622023809525,7.341774273738542,0,NA
01214,Unterbaumgarten,699,1140,underreingasse,25,202/17,461,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,11.01.1989,1/1,1,1,0,826/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"underreingasse, 25, vienna, austria",FALSE,16.2875161,48.2002025,236.46268980477225,7.885468756087964,0,NA
01509,Obersievering,633,1190,siolygasse,9,581/6,795,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,29.05.1989,1/1,1,1,1965,3916/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"siolygasse, 9, vienna, austria",FALSE,16.3218761,48.24475229999999,137.11861635220126,7.099280646345584,1,2
01617,Strebersdorf,1095,1210,boernsteingasse,9,509/11,863,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,06.06.1989,1/1,1,1,1970,4046/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"boernsteingasse, 9, vienna, austria",FALSE,16.3841469,48.2809547,126.3143684820394,6.980874947338347,1,5
01654,Eßling,4109,1220,esslinger hauptstrasse,54,281,871,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,27.09.1989,1/1,1,1,0,6581/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"esslinger hauptstrasse, 54, vienna, austria",FALSE,16.5184796,48.2143019,125.15419058553387,6.967562787918438,1,4
01654,Eßling,4059,1220,fellnergasse,18,359/63,648,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,13.11.1989,1/1,1,1,0,565/90,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"fellnergasse, 18, vienna, austria",FALSE,16.5408317,48.2096226,168.22422839506174,7.394241693632678,1,4
01104,Oberlaa Land,1181,1100,hasenoehrlstrasse,12,806/9,619,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,11.05.1989,1/1,1,1,1956,6524/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"hasenoehrlstrasse, 12, vienna, austria",FALSE,16.3898632,48.1434107,176.10549273021002,7.460296097303038,1,3
01201,Auhof,1266,1130,overbeckgasse,10,2587,505,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,21.02.1989,1/1,1,1,0,3321/89,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"overbeckgasse, 10, vienna, austria",FALSE,16.2750001,48.16153490000001,215.86,7.7539521188781455,1,1
01804,Kalksburg,327,1230,breitenfurter strasse,603,358/10,998,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,27.11.1989,1/1,1,1,0,464/90,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"breitenfurter strasse, 603, vienna, austria",TRUE,16.2319609,48.1376364,109.22775551102205,6.771195691180042,1,1
01806,Mauer,2494,1230,fischergasse,6,21/12,670,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,22.10.1984,1/1,1,1,0,766/90,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"fischergasse, 6, vienna, austria",FALSE,16.2741068,48.1513076,162.70044776119403,7.346074411172167,1,1
01652,Breitenlee,295,1220,zinnienweg,4,218/4,1001,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,25.04.1990,1/2,1,2,0,2732/90,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"zinnienweg, 4, vienna, austria",FALSE,16.489796,48.2568098,54.450199800199805,5.766865437681309,0,NA
01102,Inzersdorf Stadt,594,1100,senefeldergasse,76,843/102,392,Kaufvertrag,WIII/GBIII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,30.07.1990,1/1,1,1,1889,4281/90,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"senefeldergasse, 76, vienna, austria",TRUE,16.3731429,48.1689102,278.08494897959184,8.119381852402094,1,3
01654,Eßling,261,1220,viktor-wittner-gasse,47,286/24,730,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,05.04.1990,1/1,1,1,0,6303/90,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"viktor-wittner-gasse, 47, vienna, austria",TRUE,16.5167399,48.2113849,149.32780821917808,7.2223390427499226,1,4
01510,Pötzleinsdorf,1423,1180,naaffgasse,72,632/15,418,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,09.03.1990,1/1,1,1,1930,350/91,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"naaffgasse, 72, vienna, austria",TRUE,16.308553,48.2349656,260.7877990430622,8.02673256443642,1,2
01204,Hadersdorf,2695,1140,mittelstrasse,3,660,525,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,12.07.1990,1/1,1,1,0,1192/91,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"mittelstrasse, 3, vienna, austria",TRUE,16.2476036,48.215175,207.6367619047619,7.697918083963818,1,1
01613,Leopoldau,1244,1210,opalgasse,10,1220/11,675,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,09.10.1990,1/1,1,1,0,156/91,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"opalgasse, 10, vienna, austria",TRUE,16.4252713,48.2610933,161.49525925925926,7.335348004579109,1,5
01204,Hadersdorf,1985,1140,anzengruberstrasse,15,1147,632,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,16.07.1991,1/1,1,1,0,NA,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"anzengruberstrasse, 15, vienna, austria",TRUE,16.237387,48.20977569999999,172.48306962025316,7.4303109483402,1,1
01603,Donaufeld,1076,1210,sandrockgasse,70,1946/1,913,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,05.11.1990,1/1,1,1,0,2612/91,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"sandrockgasse, 70, vienna, austria",TRUE,16.4058245,48.2454296,119.39682365826944,6.89962064653308,1,5
01614,Schwarze Lackenau,369,1210,brachsengasse,2,602,554,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,30.04.1991,1/1,1,1,0,3493/91,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"brachsengasse, 2, vienna, austria",TRUE,16.3806635,48.2769497,196.7676895306859,7.620349530468114,1,5
01108,Unterlaa,218,1100,klederinger strasse,41,336/4,1122,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,12.03.1991,1/1,1,1,1920,4174/91,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"klederinger strasse, 41, vienna, austria",TRUE,16.4270733,48.13095010000001,97.15623885918004,6.602234735908509,1,3
01654,Eßling,419,1220,waldheimstrasse,56,369/97,1086,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,11.10.1990,1/1,1,1,0,7673/91,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"waldheimstrasse, 56, vienna, austria",TRUE,16.5392686,48.2161865,100.37688766114181,6.649283308712941,1,4
01651,Aspern,1144,1220,ulanenweg,70,1019/4,601,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,29.11.1991,1/1,1,1,0,525/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"ulanenweg, 70, vienna, austria",TRUE,16.4722865,48.2021727,181.37986688851913,7.502870515806117,1,4
01652,Breitenlee,405,1220,rautenweg,195,204/31,652,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,11.07.1991,1/1,1,1,0,276/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"rautenweg, 195, vienna, austria",TRUE,16.4996592,48.254592100000004,167.19217791411043,7.385363542286225,1,4
01304,Hetzendorf,490,1120,rosenhuegelstrasse,31,491/25,501,Kaufvertrag,WII/GBII,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,13.12.1991,1/1,1,1,0,190/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"rosenhuegelstrasse, 31, vienna, austria",TRUE,16.3007031,48.167148,217.58343313373254,7.765424903322094,1,3
01660,Kagran,2983,1220,jueptnergasse,40,2098,1054,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,30.04.1991,1/1,1,1,0,2225/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"jueptnergasse, 40, vienna, austria",TRUE,16.4460378,48.2557739,103.42438330170778,6.692432544880088,1,5
01660,Kagran,3278,1220,budaugasse,40,1578,431,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,18.12.1991,1/1,1,1,0,5556/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"budaugasse, 40, vienna, austria",TRUE,16.4353392,48.2563347,252.92180974477958,7.982547637428204,1,5
01651,Aspern,3121,1220,zillbauerweg,6,1048/50,531,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,10.07.1992,1/1,1,1,0,4799/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"zillbauerweg, 6, vienna, austria",TRUE,16.4550972,48.207272,205.29058380414313,7.681523645713149,1,4
01651,Aspern,2533,1220,waldviertlerweg,21,1028/11,644,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,22.06.1992,1/1,1,1,0,6821/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"waldviertlerweg, 21, vienna, austria",TRUE,16.4684439,48.2030268,169.269099378882,7.403174818402685,1,4
01101,Favoriten,141,1100,buchengasse,130,2695,462,Kaufvertrag,WIV/GBIV,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,16.04.1991,1/1,1,1,1887,4823/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"buchengasse, 130, vienna, austria",TRUE,16.3660028,48.1755842,235.9508658008658,7.882342655101245,1,3
01807,Rodaun,194,1230,elisenstrasse,56,84/49,478,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,15.04.1992,1/1,1,1,0,3397/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"elisenstrasse, 56, vienna, austria",TRUE,16.2709165,48.1360862,228.0529288702929,7.833224888536554,0,NA
01808,Siebenhirten,712,1230,karl-tornay-gasse,33,92/29,400,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,26.03.1992,1/1,1,1,0,2476/92,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"karl-tornay-gasse, 33, vienna, austria",TRUE,16.3169808,48.1314943,272.52325,8.090235506742578,1,3
01651,Aspern,3776,1220,biberhaufenweg,127,965/8,1078,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,19.10.1992,1/1,1,1,0,1459/93,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"biberhaufenweg, 127, vienna, austria",TRUE,16.4725554,48.2010705,101.12179962894248,6.659950233764797,1,4
01652,Breitenlee,943,1220,plecnikweg,4,555/128,352,Kaufvertrag,GS,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,06.08.1990,1/1,1,1,0,1572/93,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"plecnikweg, 4, vienna, austria",TRUE,16.5006671,48.2379902,309.68551136363635,8.274660077880005,1,4
01107,Simmering,2359,1100,battiggasse,40,582/9,370,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,12.11.1992,1/1,1,1,0,2297/93,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"battiggasse, 40, vienna, austria",TRUE,16.4035799,48.1679046,294.6197297297297,8.202710236000991,1,3
01652,Breitenlee,940,1220,preyweg,3,555/122,352,Kaufvertrag,GS,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,J,17.03.1993,1/1,1,1,0,3979/93,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"preyweg, 3, vienna, austria",TRUE,16.5006005,48.2377899,309.68551136363635,8.274660077880005,1,4
01105,Oberlaa Stadt,1313,1100,heimkehrergasse,26,2636/1,935,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,02.04.1992,1/1,1,1,1930,176/93,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"heimkehrergasse, 26, vienna, austria",TRUE,16.4045647,48.1572183,116.58748663101605,6.865269141742304,1,3
01616,Stammersdorf,2045,1210,johann-weber-strasse,64,.740/1,306,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,22.04.1993,1/1,1,1,0,3927/93,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"johann-weber-strasse, 64, vienna, austria",TRUE,16.4167333,48.2979552,356.23954248366016,8.47670385382465,0,NA
01103,Kaiserebersdorf,1175,1110,udelweg,9,714/95,536,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,18.05.1993,1/1,1,1,0,4587/93,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"udelweg, 9, vienna, austria",TRUE,16.4318103,48.1634455,203.37555970149253,7.66800250605953,1,3
01808,Siebenhirten,683,1230,schellenseegasse,48,256/7,518,Kaufvertrag,WI/GBI,NA,NA,NA,NA,FALSCH,FALSCH,FALSCH,FALSCH,NA,"Ein-, Zweifamilienhaus",NA,NA,09.06.1993,1/1,1,1,0,1742/93,109009.3,0,FALSCH,100,FALSCH,NA,NA,FALSCH,NA,NA,"schellenseegasse, 48, vienna, austria",TRUE,16.306178,48.1225908,210.4426640926641,7.717283408830749,0,NA
